store_id,last_one_hour uptime,last_one_hour downtime,last_one_hour unit,last_one_day uptime,last_one_day downtime,last_one_day unit,last_one_week uptime,last_one_week downtime,last_one_week unit
dba248bf-5da2-4a15-b210-68dd0fea085e,0,0,minutes,0,0,hours,0,0,hours
