store_id,last_one_hour uptime,last_one_hour downtime,last_one_hour unit,last_one_day uptime,last_one_day downtime,last_one_day unit,last_one_week uptime,last_one_week downtime,last_one_week unit
442ec7cc-3be2-40d7-b29e-80ce804771f4,60,0,minutes,0,0,hours,21,14,hours
