store_id,last_one_hour uptime,last_one_hour downtime,last_one_hour unit,last_one_day uptime,last_one_day downtime,last_one_day unit,last_one_week uptime,last_one_week downtime,last_one_week unit
6b4f656b-3c1d-43d5-a3da-dd6e80eb6733,0,0,minutes,0,0,hours,0,0,hours
