store_id,last_one_hour uptime,last_one_hour downtime,last_one_hour unit,last_one_day uptime,last_one_day downtime,last_one_day unit,last_one_week uptime,last_one_week downtime,last_one_week unit
d7564e8c-0edb-4e6f-aa64-c72b701e3c57,0,60,minutes,0,0,hours,0,126,hours
